Student ID,School ID,School Name,Age at Enrollment,Gender,SES Quintile,SES Label,Household Size Index,Commute Distance (km),Digital Access,Digital Access Score,School Feeding,GPA Trend,Failed Subjects,Science Strength,Chronic Health Risk,Health Absences (days),Social Integration Score,Cash Flow Volatility,Academic Catch-up Flag,Counseling Access,Retained,Retained Flag,Dropout Reason,Risk Persona,Academic Risk Index,Barrier Burden Index,Economic Instability Index,Health Burden Index,Support Coverage Score,Long Commute Flag,High Academic Risk Flag,No Digital Access Flag,Recommended Intervention,Recommended Cost (KES),Sponsor Priority Score,Model Risk Score (oracle)
358,17,Malindi Shore Secondary,13,Boy,4,Q4 — High,3,0.31,Shared device,1.0,Yes,-0.902,1,No,Low,5,1,0.179,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.902,0.916,0.279,5,2.5,No,No,No,,,,0.9885
359,19,Isiolo North Secondary,17,Girl,2,Q2 — Low,3,,No access,0.0,Yes,-0.639,0,No,Low,8,0,0.21,No,No,Yes,1,Still enrolled,Academic Strugglers,0.639,,0.41,8,1.0,No,No,Yes,,,,0.9249
360,6,Mombasa Coast Secondary,13,Boy,2,Q2 — Low,8,7.94,Personal device,2.0,Yes,-0.848,2,No,Moderate,15,0,0.32,No,No,Yes,1,Still enrolled,Health-Constrained,2.848,1.197,0.52,30,2.0,No,No,No,School Fee Support,15000.0,3.269,0.7947
361,10,Nyeri Ridge Secondary,14,Girl,2,Q2 — Low,2,3.33,Shared device,1.0,No,-3.295,6,No,Moderate,12,1,0.32,Yes,Yes,No,0,Academic Performance,Health-Constrained,9.295,1.466,0.52,24,1.5,No,Yes,No,School Fee Support,15000.0,4.148,0.47
362,15,Embu Sunrise Secondary,14,Boy,2,Q2 — Low,6,10.22,No access,0.0,No,0.694,0,No,Low,4,0,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,-0.694,2.311,0.52,4,0.0,Yes,No,Yes,School Fee Support,15000.0,2.646,0.9652
363,4,Machakos Hilltop Secondary,16,Girl,2,Q2 — Low,7,3.83,No access,0.0,Yes,0.253,0,No,Low,5,1,0.313,No,No,Yes,1,Still enrolled,Academic Strugglers,-0.253,1.991,0.513,5,1.0,No,No,Yes,,,,0.9252
364,15,Embu Sunrise Secondary,15,Girl,1,Q1 — Lowest,9,15.66,No access,0.0,Yes,-1.35,2,No,Low,5,0,0.239,No,No,No,0,Household Pressure,Academic Strugglers,3.35,2.783,0.489,5,1.0,Yes,No,Yes,School Fee Support,15000.0,2.877,0.7406
365,5,Nakuru Valley Secondary,16,Boy,5,Q5 — Highest,2,4.44,Personal device,2.0,Yes,0.332,0,Yes,Low,7,1,0.198,No,No,Yes,1,Still enrolled,Stable Achievers,-0.332,0.422,0.248,7,2.0,No,No,No,,,,0.989
366,18,Narok Savannah Secondary,16,Boy,4,Q4 — High,1,3.11,Personal device,2.0,Yes,-3.223,4,No,High,14,0,0.19,Yes,,Yes,1,Still enrolled,Health-Constrained,7.223,0.556,0.29,42,,No,Yes,No,Health & Attendance Support,5000.0,2.234,0.7993
367,3,Kisumu Lakeside Secondary,16,Boy,4,Q4 — High,5,4.73,Shared device,1.0,Yes,0.842,0,No,Low,5,2,,No,No,Yes,1,Still enrolled,Stable Achievers,-0.842,1.136,,5,1.5,No,No,No,,,,0.9889
368,20,Busia Border Secondary,15,Girl,2,Q2 — Low,3,18.73,Shared device,1.0,No,-0.228,0,No,Low,5,2,0.25,No,No,Yes,1,Still enrolled,Academic Strugglers,0.228,2.236,0.45,5,0.5,Yes,No,No,School Fee Support,15000.0,2.322,0.9367
369,15,Embu Sunrise Secondary,15,Boy,2,Q2 — Low,2,2.16,Shared device,1.0,Yes,0.603,0,No,High,12,0,0.247,No,Yes,Yes,1,Still enrolled,Health-Constrained,-0.603,1.408,0.447,36,2.5,No,No,No,,,,0.9838
370,6,Mombasa Coast Secondary,15,Girl,4,Q4 — High,3,6.37,No access,0.0,Yes,0.407,1,No,Low,5,0,0.161,No,No,Yes,1,Still enrolled,Stable Achievers,0.593,1.719,0.261,5,1.0,No,No,Yes,,,,0.9791
371,17,Malindi Shore Secondary,16,Boy,5,Q5 — Highest,3,1.21,No access,0.0,Yes,0.412,1,No,Low,6,2,0.159,No,No,Yes,1,Still enrolled,Stable Achievers,0.588,1.26,0.209,6,1.0,No,No,Yes,,,,0.9783
372,13,Meru Mountain Secondary,16,Boy,4,Q4 — High,3,5.91,Personal device,2.0,Yes,-0.163,1,Yes,Low,8,1,0.278,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.163,0.695,0.378,8,3.0,No,No,No,,,,0.9638
373,10,Nyeri Ridge Secondary,15,Girl,1,Q1 — Lowest,9,13.76,Shared device,1.0,Yes,-2.319,4,No,High,18,0,0.253,Yes,No,Yes,1,Still enrolled,Health-Constrained,6.319,2.188,0.503,54,1.5,Yes,Yes,No,School Fee Support,15000.0,3.521,0.4286
374,15,Embu Sunrise Secondary,17,Girl,4,Q4 — High,4,5.13,No access,0.0,No,0.306,1,Yes,Low,4,2,0.263,No,No,Yes,1,Still enrolled,Stable Achievers,0.694,1.656,0.363,4,0.0,No,No,Yes,,,,0.9761
375,14,Bungoma West Secondary,13,Boy,2,Q2 — Low,5,8.89,Shared device,1.0,Yes,-3.789,3,No,Moderate,13,0,0.246,No,,No,0,Academic Performance,Health-Constrained,6.789,1.744,0.446,26,,Yes,Yes,No,Health & Attendance Support,5000.0,3.122,0.6557
376,2,Nyandarua Mixed Secondary,15,Girl,1,Q1 — Lowest,4,2.07,No access,0.0,Yes,-1.646,2,No,Moderate,7,1,0.319,No,,Yes,1,Still enrolled,Academic Strugglers,3.646,2.104,0.569,14,,No,No,Yes,School Fee Support,15000.0,3.311,0.9391
377,5,Nakuru Valley Secondary,16,Boy,2,Q2 — Low,5,2.59,No access,0.0,Yes,-0.593,1,No,High,13,0,,No,No,Yes,1,Still enrolled,Health-Constrained,1.593,1.93,,39,1.0,No,No,Yes,,,,0.9473
378,14,Bungoma West Secondary,16,Girl,5,Q5 — Highest,4,5.49,Shared device,1.0,No,0.429,0,No,Moderate,10,2,0.226,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.429,0.974,0.276,20,1.5,No,No,No,,,,0.9879
379,9,Kakamega Forest Secondary,15,Boy,2,Q2 — Low,3,12.18,No access,0.0,Yes,-1.069,3,No,Low,2,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,4.069,2.409,0.52,2,1.0,Yes,Yes,Yes,School Fee Support,15000.0,3.382,0.7186
380,7,Eldoret Highlands Secondary,17,Boy,4,Q4 — High,5,9.35,Personal device,2.0,No,-1.203,2,No,Low,7,1,0.265,No,Yes,Yes,1,Still enrolled,Stable Achievers,3.203,0.868,0.365,7,2.0,Yes,No,No,,,,0.9259
381,11,Kitale Plains Secondary,13,Girl,2,Q2 — Low,10,2.21,No access,0.0,Yes,-1.23,2,No,Low,2,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,3.23,1.91,0.52,2,1.0,No,No,Yes,School Fee Support,15000.0,2.819,0.9138
382,4,Machakos Hilltop Secondary,13,Boy,1,Q1 — Lowest,6,12.37,No access,0.0,Yes,-1.254,1,No,Low,2,2,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,2.254,2.619,0.57,2,2.0,Yes,No,Yes,School Fee Support,15000.0,3.432,0.8813
383,20,Busia Border Secondary,15,Boy,3,Q3 — Middle,4,2.23,No access,0.0,No,-0.778,2,No,Moderate,8,1,0.212,No,No,Yes,1,Still enrolled,Stable Achievers,2.778,1.711,0.362,16,0.0,No,No,Yes,,,,0.9283
384,11,Kitale Plains Secondary,16,Boy,2,Q2 — Low,3,,No access,0.0,No,-0.903,1,No,Low,7,0,0.268,No,Yes,No,0,Commute Distance,Academic Strugglers,1.903,,0.468,7,1.0,No,No,Yes,School Fee Support,15000.0,2.627,0.8744
385,1,Kilimani Day Secondary,15,Girl,1,Q1 — Lowest,5,7.07,No access,0.0,Yes,-1.441,1,No,Low,7,1,0.258,No,No,Yes,1,Still enrolled,Academic Strugglers,2.441,2.353,0.508,7,1.0,No,No,Yes,School Fee Support,15000.0,2.554,0.9229
386,10,Nyeri Ridge Secondary,16,Girl,3,Q3 — Middle,4,3.52,No access,0.0,No,-0.302,1,No,High,12,0,0.25,No,No,Yes,1,Still enrolled,Health-Constrained,1.302,1.776,0.4,36,0.0,No,No,Yes,,,,0.9009
387,15,Embu Sunrise Secondary,16,Boy,3,Q3 — Middle,2,,Personal device,2.0,No,-2.007,1,No,Moderate,9,1,0.185,No,No,Yes,1,Still enrolled,Stable Achievers,3.007,,0.335,18,1.0,No,No,No,,,,0.9305
388,12,Garissa Horizon Secondary,15,Boy,1,Q1 — Lowest,2,17.05,No access,0.0,Yes,-2.448,3,Yes,Low,3,1,0.263,No,No,Yes,1,Still enrolled,Academic Strugglers,5.448,2.853,0.513,3,1.0,Yes,Yes,Yes,School Fee Support,15000.0,3.975,0.7068
389,11,Kitale Plains Secondary,14,Girl,1,Q1 — Lowest,2,6.66,Shared device,1.0,No,-0.043,0,No,Low,4,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,0.043,1.833,0.57,4,0.5,No,No,No,School Fee Support,15000.0,2.795,0.9685
390,13,Meru Mountain Secondary,16,Boy,4,Q4 — High,2,7.49,No access,0.0,No,-0.973,1,Yes,High,19,1,0.279,No,No,Yes,1,Still enrolled,Health-Constrained,1.973,1.775,0.379,57,0.0,No,No,Yes,,,,0.9188
391,1,Kilimani Day Secondary,15,Boy,3,Q3 — Middle,4,4.47,Shared device,1.0,No,-0.765,2,No,Moderate,11,2,0.214,No,No,Yes,1,Still enrolled,Stable Achievers,2.765,1.323,0.364,22,0.5,No,No,No,,,,0.9659
392,10,Nyeri Ridge Secondary,17,Girl,1,Q1 — Lowest,6,7.59,No access,0.0,No,-2.414,3,No,Low,4,0,0.221,No,Yes,Yes,1,Still enrolled,Academic Strugglers,5.414,2.38,0.471,4,1.0,No,Yes,Yes,School Fee Support,15000.0,2.812,0.5221
393,9,Kakamega Forest Secondary,14,Girl,4,Q4 — High,5,3.58,Personal device,2.0,No,0.237,0,No,Low,1,2,0.245,No,No,Yes,1,Still enrolled,Stable Achievers,-0.237,0.579,0.345,1,1.0,No,No,No,,,,0.9847
394,19,Isiolo North Secondary,16,Boy,2,Q2 — Low,7,1.65,,,Yes,-0.703,1,No,Low,5,3,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,1.703,,0.52,5,,No,No,No,,,,0.975
395,12,Garissa Horizon Secondary,16,Girl,4,Q4 — High,6,4.24,No access,0.0,Yes,-1.238,2,No,Low,2,1,0.245,No,No,Yes,1,Still enrolled,Stable Achievers,3.238,1.612,0.345,2,1.0,No,No,Yes,,,,0.942
396,4,Machakos Hilltop Secondary,15,Boy,4,Q4 — High,5,1.68,Personal device,2.0,Yes,-2.27,3,No,Low,7,0,0.26,No,No,Yes,1,Still enrolled,Stable Achievers,5.27,0.484,0.36,7,2.0,No,Yes,No,,,,0.9246
397,18,Narok Savannah Secondary,17,Boy,1,Q1 — Lowest,3,7.16,No access,0.0,Yes,-1.775,4,No,High,8,1,0.288,Yes,No,Yes,1,Still enrolled,Health-Constrained,5.775,2.358,0.538,24,1.0,No,Yes,Yes,School Fee Support,15000.0,3.749,0.6803
398,6,Mombasa Coast Secondary,16,Boy,2,Q2 — Low,4,2.03,No access,0.0,Yes,-2.35,5,No,Moderate,7,3,0.259,Yes,No,Yes,1,Still enrolled,Academic Strugglers,7.35,1.901,0.459,14,1.0,No,Yes,Yes,School Fee Support,15000.0,2.788,0.8005
399,20,Busia Border Secondary,17,Girl,4,Q4 — High,4,20.0,Shared device,1.0,No,0.137,1,No,Moderate,13,0,0.197,No,,Yes,1,Still enrolled,Stable Achievers,0.863,1.9,0.297,26,,Yes,No,No,,,,0.8478
400,8,Thika Green Secondary,16,Boy,5,Q5 — Highest,4,2.17,Shared device,1.0,Yes,0.666,0,No,Low,5,2,0.164,No,No,Yes,1,Still enrolled,Stable Achievers,-0.666,0.808,0.214,5,1.5,No,No,No,,,,0.9914
401,17,Malindi Shore Secondary,14,Girl,3,Q3 — Middle,6,7.28,No access,0.0,Yes,-0.339,1,No,Low,7,0,0.287,No,No,Yes,1,Still enrolled,Academic Strugglers,1.339,1.964,0.437,7,1.0,No,No,Yes,,,,0.9577
402,16,Kericho Highlands Secondary,14,Boy,3,Q3 — Middle,6,3.16,No access,0.0,No,-0.733,1,Yes,Low,1,1,0.281,No,Yes,Yes,1,Still enrolled,Academic Strugglers,1.733,1.758,0.431,1,1.0,No,No,Yes,,,,0.9411
403,15,Embu Sunrise Secondary,17,Boy,5,Q5 — Highest,4,2.14,No access,0.0,Yes,0.453,0,Yes,High,10,1,0.198,No,No,Yes,1,Still enrolled,Stable Achievers,-0.453,1.307,0.248,30,1.0,No,No,Yes,,,,0.9903
404,14,Bungoma West Secondary,13,Boy,1,Q1 — Lowest,6,10.91,No access,0.0,No,0.413,0,No,Low,3,0,0.319,No,,Yes,1,Still enrolled,Academic Strugglers,-0.413,2.546,0.569,3,,Yes,No,Yes,School Fee Support,15000.0,2.949,0.892
405,1,Kilimani Day Secondary,17,Girl,3,Q3 — Middle,2,17.66,,,Yes,-0.011,1,No,Low,4,1,0.256,No,No,Yes,1,Still enrolled,Stable Achievers,1.011,,0.406,4,,Yes,No,No,,,,0.9403
406,5,Nakuru Valley Secondary,17,Girl,3,Q3 — Middle,6,5.23,No access,0.0,No,-1.619,2,No,Low,3,0,0.246,No,No,Yes,1,Still enrolled,Academic Strugglers,3.619,1.862,0.396,3,0.0,No,No,Yes,,,,0.9137
407,18,Narok Savannah Secondary,17,Girl,2,Q2 — Low,4,6.1,Shared device,1.0,Yes,-0.857,0,No,Low,3,0,0.253,No,No,Yes,1,Still enrolled,Academic Strugglers,0.857,1.605,0.453,3,1.5,No,No,No,,,,0.9594
408,15,Embu Sunrise Secondary,15,Girl,3,Q3 — Middle,4,10.56,No access,0.0,Yes,-1.004,1,No,Low,3,2,0.181,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.004,2.128,0.331,3,2.0,Yes,No,Yes,,,,0.9683
409,10,Nyeri Ridge Secondary,16,Girl,2,Q2 — Low,8,5.61,No access,0.0,Yes,-0.603,2,No,Moderate,9,2,0.265,No,,Yes,1,Still enrolled,Academic Strugglers,2.603,2.08,0.465,18,,No,No,Yes,School Fee Support,15000.0,2.733,0.8619
410,16,Kericho Highlands Secondary,14,Boy,1,Q1 — Lowest,6,8.71,No access,0.0,Yes,-0.424,2,No,Low,4,2,0.32,No,,No,0,Financial Instability,Academic Strugglers,2.424,2.435,0.57,4,,Yes,No,Yes,School Fee Support,15000.0,3.273,0.6795
411,14,Bungoma West Secondary,13,Boy,2,Q2 — Low,6,13.72,Personal device,2.0,Yes,-0.873,0,No,Moderate,15,1,0.243,No,Yes,No,0,Health Related,Health-Constrained,0.873,1.486,0.443,30,3.0,Yes,No,No,Health & Attendance Support,5000.0,2.406,0.8784
412,16,Kericho Highlands Secondary,14,Girl,1,Q1 — Lowest,5,6.11,No access,0.0,Yes,-1.721,3,No,High,13,0,0.28,No,No,No,0,Health Related,Health-Constrained,4.721,2.306,0.53,39,1.0,No,Yes,Yes,School Fee Support,15000.0,3.613,0.7156
413,11,Kitale Plains Secondary,17,Girl,3,Q3 — Middle,5,1.83,Personal device,2.0,Yes,-1.245,1,No,Moderate,8,1,0.269,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.245,0.692,0.419,16,3.0,No,No,No,,,,0.9857
414,2,Nyandarua Mixed Secondary,14,Boy,4,Q4 — High,4,,Personal device,2.0,No,-0.804,1,No,Low,6,1,0.186,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.804,,0.286,6,2.0,No,No,No,,,,0.904
415,9,Kakamega Forest Secondary,16,Girl,1,Q1 — Lowest,6,2.41,No access,0.0,Yes,-3.809,5,No,Moderate,10,1,0.318,Yes,No,No,0,Academic Performance,Academic Strugglers,8.809,2.121,0.568,20,1.0,No,Yes,Yes,School Fee Support,15000.0,4.323,0.551
416,5,Nakuru Valley Secondary,15,Girl,4,Q4 — High,5,20.0,Shared device,1.0,Yes,0.001,3,No,Low,7,2,0.188,No,No,Yes,1,Still enrolled,Stable Achievers,2.999,1.9,0.288,7,1.5,Yes,Yes,No,,,,0.9321
417,18,Narok Savannah Secondary,17,Girl,1,Q1 — Lowest,6,5.82,No access,0.0,Yes,-0.383,2,No,Moderate,13,1,0.267,No,No,Yes,1,Still enrolled,Health-Constrained,2.383,2.291,0.517,26,1.0,No,No,Yes,School Fee Support,15000.0,3.089,0.6343
418,18,Narok Savannah Secondary,15,Boy,1,Q1 — Lowest,8,8.26,No access,0.0,Yes,-1.133,1,No,Low,2,0,,No,No,No,0,Household Pressure,Academic Strugglers,2.133,2.413,,2,1.0,Yes,No,Yes,School Fee Support,15000.0,1.459,0.8228
419,5,Nakuru Valley Secondary,15,Girl,2,Q2 — Low,6,1.79,No access,0.0,Yes,-2.181,3,No,Low,3,0,0.277,No,Yes,Yes,1,Still enrolled,Academic Strugglers,5.181,1.89,0.477,3,2.0,No,Yes,Yes,School Fee Support,15000.0,2.992,0.9333
420,18,Narok Savannah Secondary,14,Girl,2,Q2 — Low,5,14.49,No access,0.0,Yes,-0.693,0,Yes,Low,4,0,0.292,No,Yes,Yes,1,Still enrolled,Academic Strugglers,0.693,2.524,0.492,4,2.0,Yes,No,Yes,School Fee Support,15000.0,2.866,0.7371
421,7,Eldoret Highlands Secondary,16,Girl,4,Q4 — High,5,5.33,Shared device,1.0,Yes,0.35,0,Yes,High,11,2,0.178,No,No,Yes,1,Still enrolled,Stable Achievers,-0.35,1.166,0.278,33,1.5,No,No,No,,,,0.9842
422,5,Nakuru Valley Secondary,13,Girl,3,Q3 — Middle,5,7.19,Personal device,2.0,Yes,-0.326,1,No,Low,3,1,0.243,No,No,Yes,1,Still enrolled,Stable Achievers,1.326,0.96,0.393,3,2.0,No,No,No,,,,0.9861
423,6,Mombasa Coast Secondary,17,Girl,1,Q1 — Lowest,3,14.4,,,Yes,-0.301,1,No,Low,5,0,,No,No,No,0,Financial Instability,Academic Strugglers,1.301,,,5,,Yes,No,No,Transport / Boarding Support,6000.0,1.761,0.8023
424,12,Garissa Horizon Secondary,17,Girl,1,Q1 — Lowest,10,2.31,Shared device,1.0,Yes,-0.862,1,No,Low,4,0,0.273,No,No,Yes,1,Still enrolled,Academic Strugglers,1.862,1.615,0.523,4,1.5,No,No,No,School Fee Support,15000.0,2.724,0.9061
425,5,Nakuru Valley Secondary,13,Boy,4,Q4 — High,4,6.02,No access,0.0,Yes,-0.458,1,No,High,11,1,0.181,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.458,1.701,0.281,33,2.0,No,No,Yes,,,,0.9709
426,6,Mombasa Coast Secondary,13,Girl,2,Q2 — Low,9,9.5,No access,0.0,Yes,-1.373,3,No,Low,3,2,0.227,No,Yes,Yes,1,Still enrolled,Academic Strugglers,4.373,2.275,0.427,3,2.0,Yes,Yes,Yes,Academic Tutoring / Catch-up,8000.0,2.103,0.829
427,14,Bungoma West Secondary,17,Girl,3,Q3 — Middle,1,6.44,Shared device,1.0,Yes,-1.122,2,No,High,14,0,0.231,No,No,Yes,1,Still enrolled,Health-Constrained,3.122,1.422,0.381,42,1.5,No,No,No,,,,0.8647
428,9,Kakamega Forest Secondary,17,Boy,1,Q1 — Lowest,5,8.24,No access,0.0,Yes,-1.862,2,No,Low,3,2,0.294,No,No,Yes,1,Still enrolled,Academic Strugglers,3.862,2.412,0.544,3,1.0,Yes,No,Yes,School Fee Support,15000.0,3.439,0.8162
429,14,Bungoma West Secondary,15,Boy,3,Q3 — Middle,9,5.07,No access,0.0,Yes,-0.764,1,No,Low,5,2,0.196,No,No,Yes,1,Still enrolled,Academic Strugglers,1.764,1.854,0.346,5,1.0,No,No,Yes,,,,0.9522
430,1,Kilimani Day Secondary,13,Boy,2,Q2 — Low,5,4.91,Shared device,1.0,Yes,-0.624,3,No,Moderate,17,1,0.305,No,No,Yes,1,Still enrolled,Health-Constrained,3.624,1.545,0.505,34,1.5,No,Yes,No,School Fee Support,15000.0,3.208,0.9011
431,2,Nyandarua Mixed Secondary,13,Girl,1,Q1 — Lowest,9,2.68,No access,0.0,Yes,-1.996,3,No,Low,4,0,0.32,No,No,No,0,Household Pressure,Academic Strugglers,4.996,2.134,0.57,4,1.0,No,Yes,Yes,School Fee Support,15000.0,3.505,0.7275
432,6,Mombasa Coast Secondary,15,Boy,2,Q2 — Low,5,14.59,Shared device,1.0,Yes,-3.409,6,No,Low,8,1,0.3,Yes,,No,0,Academic Performance,Academic Strugglers,9.409,2.03,0.5,8,,Yes,Yes,No,School Fee Support,15000.0,4.504,0.2689
433,8,Thika Green Secondary,17,Boy,3,Q3 — Middle,4,16.48,Shared device,1.0,Yes,-1.979,2,No,Low,6,1,0.306,No,No,Yes,1,Still enrolled,Academic Strugglers,3.979,1.924,0.456,6,1.5,Yes,No,No,School Fee Support,15000.0,2.795,0.7547
434,6,Mombasa Coast Secondary,16,Boy,3,Q3 — Middle,2,5.77,No access,0.0,Yes,-0.682,2,No,Low,3,2,0.214,No,,Yes,1,Still enrolled,Stable Achievers,2.682,1.889,0.364,3,,No,No,Yes,,,,0.9449
435,8,Thika Green Secondary,13,Girl,2,Q2 — Low,1,20.0,No access,0.0,Yes,-2.046,4,No,Low,6,1,,Yes,No,No,0,Commute Distance,Academic Strugglers,6.046,2.8,,6,1.0,Yes,Yes,Yes,Academic Tutoring / Catch-up,8000.0,3.24,0.5139
436,19,Isiolo North Secondary,16,Boy,2,Q2 — Low,3,8.03,Personal device,2.0,Yes,-2.791,4,No,High,17,1,0.269,Yes,No,No,0,Health Related,Health-Constrained,6.791,1.202,0.469,51,2.0,Yes,Yes,No,School Fee Support,15000.0,3.825,0.858
437,10,Nyeri Ridge Secondary,17,Girl,2,Q2 — Low,1,0.35,,,Yes,-0.57,3,No,Low,3,1,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.57,,0.52,3,,No,Yes,No,School Fee Support,15000.0,2.758,0.9254
438,12,Garissa Horizon Secondary,16,Girl,2,Q2 — Low,8,3.19,No access,0.0,Yes,0.441,0,No,Low,3,2,0.288,No,Yes,Yes,1,Still enrolled,Academic Strugglers,-0.441,1.96,0.488,3,2.0,No,No,Yes,,,,0.9768
439,16,Kericho Highlands Secondary,15,Boy,4,Q4 — High,1,13.89,No access,0.0,No,-1.464,1,No,Moderate,10,1,0.214,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.464,2.095,0.314,20,1.0,Yes,No,Yes,,,,0.8392
440,4,Machakos Hilltop Secondary,13,Boy,3,Q3 — Middle,7,4.02,,,Yes,-0.887,0,No,Low,7,0,0.198,No,No,Yes,1,Still enrolled,Stable Achievers,0.887,,0.348,7,,No,No,No,,,,0.9311
441,3,Kisumu Lakeside Secondary,16,Girl,2,Q2 — Low,7,4.1,No access,0.0,No,-4.0,7,No,High,18,1,0.221,Yes,No,No,0,Academic Performance,Health-Constrained,11.0,2.005,0.421,54,0.0,No,Yes,Yes,Health & Attendance Support,5000.0,3.479,0.1472
442,9,Kakamega Forest Secondary,17,Boy,1,Q1 — Lowest,6,3.1,,,Yes,-1.062,1,No,Low,9,0,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,2.062,,0.57,9,,No,No,No,School Fee Support,15000.0,3.121,0.8941
443,13,Meru Mountain Secondary,15,Girl,1,Q1 — Lowest,4,4.42,No access,0.0,Yes,-0.744,1,No,Low,3,0,,No,Yes,No,0,Financial Instability,Academic Strugglers,1.744,2.221,,3,2.0,No,No,Yes,School Fee Support,15000.0,1.339,0.9485
444,10,Nyeri Ridge Secondary,16,Girl,4,Q4 — High,7,7.26,,,Yes,0.872,0,No,Low,2,1,0.174,No,No,Yes,1,Still enrolled,Stable Achievers,-0.872,,0.274,2,,No,No,No,,,,0.9715
445,3,Kisumu Lakeside Secondary,13,Girl,2,Q2 — Low,2,14.06,No access,0.0,Yes,-2.277,4,Yes,Low,5,1,0.245,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,6.277,2.503,0.445,5,2.0,Yes,Yes,Yes,Academic Tutoring / Catch-up,8000.0,3.012,0.7942
446,13,Meru Mountain Secondary,17,Girl,3,Q3 — Middle,1,16.25,Personal device,2.0,Yes,-0.875,2,No,Low,5,1,0.253,No,No,Yes,1,Still enrolled,Stable Achievers,2.875,1.413,0.403,5,2.0,Yes,No,No,Transport / Boarding Support,6000.0,1.713,0.8777
447,19,Isiolo North Secondary,14,Girl,1,Q1 — Lowest,7,5.49,No access,0.0,Yes,-1.049,2,No,Low,6,1,0.246,No,No,Yes,1,Still enrolled,Academic Strugglers,3.049,2.274,0.496,6,1.0,No,No,Yes,School Fee Support,15000.0,2.482,0.8907
448,11,Kitale Plains Secondary,17,Boy,1,Q1 — Lowest,1,4.88,Shared device,1.0,Yes,-2.095,4,No,Low,6,1,0.297,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,6.095,1.744,0.547,6,2.5,No,Yes,No,School Fee Support,15000.0,3.718,0.8865
449,18,Narok Savannah Secondary,13,Boy,4,Q4 — High,5,6.96,Shared device,1.0,Yes,0.39,0,Yes,Low,1,1,0.216,No,No,Yes,1,Still enrolled,Stable Achievers,-0.39,1.248,0.316,1,1.5,No,No,No,,,,0.9893
450,9,Kakamega Forest Secondary,16,Girl,3,Q3 — Middle,7,2.61,No access,0.0,Yes,-0.309,2,No,Moderate,8,1,0.216,No,,Yes,1,Still enrolled,Health-Constrained,2.309,1.73,0.366,16,,No,No,Yes,,,,0.9467
451,9,Kakamega Forest Secondary,16,Girl,1,Q1 — Lowest,6,12.25,No access,0.0,Yes,-0.582,1,No,Moderate,10,1,0.291,No,No,Yes,1,Still enrolled,Academic Strugglers,1.582,2.613,0.541,20,1.0,Yes,No,Yes,School Fee Support,15000.0,3.317,0.8117
452,7,Eldoret Highlands Secondary,17,Girl,5,Q5 — Highest,3,,Personal device,2.0,Yes,-0.106,1,No,Moderate,13,1,0.241,No,No,Yes,1,Still enrolled,Stable Achievers,1.106,,0.291,26,2.0,No,No,No,,,,0.9727
453,11,Kitale Plains Secondary,14,Boy,4,Q4 — High,3,5.42,Shared device,1.0,Yes,-1.613,3,No,Moderate,5,1,0.164,No,No,Yes,1,Still enrolled,Stable Achievers,4.613,1.171,0.264,10,1.5,No,Yes,No,,,,0.9541
454,12,Garissa Horizon Secondary,17,Girl,3,Q3 — Middle,6,10.88,Shared device,1.0,Yes,-0.035,1,No,Moderate,13,0,0.284,No,No,No,0,Health Related,Health-Constrained,1.035,1.644,0.434,26,1.5,Yes,No,No,Health & Attendance Support,5000.0,2.137,0.8813
455,3,Kisumu Lakeside Secondary,15,Boy,2,Q2 — Low,5,13.87,No access,0.0,Yes,-1.826,2,No,Moderate,8,0,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.826,2.494,0.52,16,2.0,Yes,No,Yes,School Fee Support,15000.0,3.607,0.7276
456,20,Busia Border Secondary,16,Boy,1,Q1 — Lowest,7,13.03,No access,0.0,Yes,-1.395,2,No,Moderate,12,1,0.32,No,No,Yes,1,Still enrolled,Academic Strugglers,3.395,2.651,0.57,24,1.0,Yes,No,Yes,School Fee Support,15000.0,3.857,0.8143
457,4,Machakos Hilltop Secondary,13,Boy,2,Q2 — Low,4,3.99,Personal device,2.0,No,-2.514,4,No,Low,5,1,0.32,Yes,No,Yes,1,Still enrolled,Academic Strugglers,6.514,0.999,0.52,5,1.0,No,Yes,No,School Fee Support,15000.0,3.552,0.8184
